num,name,id,office,region,income,income_family,bank_deps,bank_deps_family,position,flat_area,flat_area_family,house_area,house_area_family,income_salary,income_salary_family,cars_info,cars_family_info,family_cars_sum,personal_cars_sum,all_cars_sum,all_income,family_cars_sum_uah,personal_cars_sum_uah,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_deps,all_estate
4144,Пацкан Василь Васильович,vulyk_21_17,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Закарпатська область,73959.0,340779.0,0.0,0.0,виконуючий обов'язки начальника - перший заступник начальника ужгородської ОДПІ ГУ ДФС у Закарпатській області,0.0,55.0,233.0,230.0,48455.0,48261.0,Toyota,Subaru,10685.0,57108.0,67793.0,414738.0,267.0,57.0,1694825.0,1.69,4038.0,4022.0,8060.0,0.0,518.0
4160,Пеньков Сергій Володимирович,vulyk_13_108,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Дніпропетровська область,192706.0,33526.0,0.0,100000.0,перший заступник начальника головного управління державної фіскальної служби у Дніпропетровській області,0.0,109.0,0.0,0.0,192706.0,18432.0,Toyota Camry,Lexus RX 450,35878.0,15501.0,51379.0,226232.0,897.0,16.0,1284475.0,1.28,16059.0,1536.0,17595.0,100000.0,109.0
4162,Пеняк Іван Іванович,vulyk_20_156,Міністерство внутрішніх справ,Закарпатська область,121150.9,0.0,0.0,0.0,Начальник Управління Державної служби боротьби з економічною злочинністю УМВС України в Закарпатській області,52.0,52.0,240.0,240.0,104161.7,0.0,Skoda Fabia;Skoda Superb;Honda Accord;,Skoda Fabia;Skoda Superb;Honda Accord;,41707.0,41707.0,83414.0,121150.9,1043.0,42.0,2085350.0,2.09,8680.0,0.0,8680.0,0.0,584.0
4197,Петрова Валентина Іванівна,vulyk_41_31,Господарський місцевий суд,Дніпропетровська область,232749.0,279337.0,0.0,0.0,суддя господарського суду Дніпропетровської області,0.0,164.0,0.0,0.0,232737.0,125828.0,Toyota Rav 4,Toyota Highlander,30757.0,29995.0,60752.0,512086.0,769.0,30.0,1518800.0,1.52,19395.0,10486.0,29881.0,0.0,164.0
4199,Петрова Ліма Миколаївна,vulyk_26_74,Адміністративний місцевий суд,Полтавська область,252611.0,273743.0,0.0,0.0,суддя Полтавського окружного адміністративного суду,13.0,13.0,0.0,0.0,180167.0,33743.0,Infiniti FX,Land Rover Range Rover,36005.0,20315.0,56320.0,526354.0,900.0,20.0,1408000.0,1.41,15014.0,2812.0,17826.0,0.0,26.0
4229,Пинзеник Павло Васильович,chesno_2605,Верховна рада України,Загальнодержавний регіон,120790.0,1966176.0,0.0,0.0,Депутат 8-го скликання,82.0,0.0,422.0,0.0,120790.0,0.0,Subaru Forester 1994 куб. см,Toyota Highlander 3456 куб.см,31285.0,10685.0,41970.0,2086966.0,782.0,11.0,1049250.0,1.05,10066.0,0.0,10066.0,0.0,504.0
4271,Погрібний Микола Олексійович,vulyk_15_124,Загальний місцевий суд,Одеська область,366661.0,251333.0,0.0,0.0,суддя Суворівського районного суду м. Одеси,66.0,35.0,0.0,429.0,295230.0,41333.0,Volkswagen Touareg,Volkswagen Tiguan,19497.0,50629.0,70126.0,617994.0,487.0,51.0,1753150.0,1.75,24602.0,3444.0,28046.0,0.0,530.0
4276,Подобайло Зоя ГригоРівна,vulyk_56_137,Апеляційний адміністративний суд,Харківська область,387969.0,182029.0,0.0,0.0,суддя Харківського апеляційного адміністративного суду,0.0,69.0,356.0,0.0,217203.0,54907.0,,Mitsubishi Pajero Sport;Toyota Highlander;Toyota Venza,72541.0,0.0,72541.0,569998.0,1814.0,0.0,1813525.0,1.81,18100.0,4576.0,22676.0,0.0,425.0
4287,Пойдолова Марія Пантеліївна,vulyk_14_130,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Одеська область,50309.0,911000.0,0.0,0.0,начальник відділу податкового аудиту ДПІ у Ренійському районі ГУ міндоходів в Одеській області,0.0,58.0,424.0,424.0,50309.0,0.0,Toyota Rav 4,Toyota Land Cruiser;Honda Accord;Mitsubishi;,18494.0,24906.0,43400.0,961309.0,462.0,25.0,1085000.0,1.08,4192.0,0.0,4192.0,0.0,906.0
4309,Полюхович Олег Іванович,vulyk_27_153,Загальний апеляційний суд,Рівненська область,270177.0,136577.0,0.0,0.0,голова апеляційного суду Рівненської області,110.0,110.0,0.0,0.0,261804.0,0.0,Mercedes-Benz B 180,Mercedes-Benz E 220,31914.0,16399.0,48313.0,406754.0,798.0,16.0,1207825.0,1.21,21817.0,0.0,21817.0,0.0,220.0
4313,Полянський Анатолій Григорович,vulyk_8_59,Вищий господарський суд,Загальнодержавний регіон,350571.0,596119.0,0.0,0.0,суддя Вищого господарського суду України,127.0,127.0,0.0,527.0,286769.0,16071.0,Mercedes-Benz S 550,Toyota Rav 4,22549.0,33566.0,56115.0,946690.0,564.0,34.0,1402875.0,1.4,23897.0,1339.0,25236.0,0.0,781.0
4316,Полєв Дмитро Миколайович,vulyk_41_32,Господарський місцевий суд,Дніпропетровська область,221941.0,0.0,0.0,0.0,суддя господарського суду Дніпропетровської області,96.0,0.0,0.0,0.0,221940.0,0.0,Infiniti M;Lexus QX;Suzuki Grand Vitara;,,0.0,46920.0,46920.0,221941.0,0.0,47.0,1173000.0,1.17,18495.0,0.0,18495.0,0.0,96.0
4317,Полєйко Віталій Олександрович,vulyk_10_23,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Дніпропетровська область,230066.0,1762876.0,0.0,0.0,заступник начальника Дніпропетровської митниці державної фіскальної служби,39.0,116.0,595.0,26.0,50942.0,0.0,Lexus RX 350,Lexus RX 350,46788.0,30508.0,77296.0,1992942.0,1170.0,31.0,1932400.0,1.93,4245.0,0.0,4245.0,0.0,776.0
4330,Поліщук Олексій Григорович,vulyk_7_19,Київська міська державна адміністрація,м. Київ,1690127.0,2756600.0,0.0,0.0,директор департаменту земельних ресурсів виконавчого органу київради (КМДА),0.0,0.0,0.0,0.0,115065.0,0.0,,Opel Corsa;Audi A7,58107.0,0.0,58107.0,4446727.0,1453.0,0.0,1452675.0,1.45,9589.0,0.0,9589.0,0.0,0.0
4357,Попов Андрій Олександрович,vulyk_59_198,Генеральна прокуратура,м. Київ,174779.0,387119.0,0.0,17546.0,начальник відділу 15/3 прокуратури Київської області,0.0,0.0,0.0,0.0,160988.0,0.0,Audi Q7;Toyota Camry;,,0.0,48511.0,48511.0,561898.0,0.0,49.0,1212775.0,1.21,13416.0,0.0,13416.0,17546.0,0.0
4363,Попов Денис Вікторович,vulyk_16_141,Прокуратура,Харківська область,132150.0,1173833.0,0.0,0.0,прокурор Великобурлуцького району Харківської області,0.0,41.0,75.0,600.0,132150.0,39814.0,Volkswagen Golf;Ford Fiesta;Toyota Land Cruiser,Volkswagen Touareg;Mercedes-Benz Vito;Mitsubishi L 200;Ford Fiesta,81191.0,11687.0,92878.0,1305983.0,2030.0,12.0,2321950.0,2.32,11012.0,3318.0,14330.0,0.0,716.0
4369,Попов Сергій Юрійович,vulyk_32_119,Прокуратура,Херсонська область,275486.0,723769.0,0.0,0.0,перший заступник прокурора Херсонської області,0.0,118.0,145.0,0.0,71732.0,6737.0,Mitsubishi Lancer;Morris Garages,Hyundai Elantra;Toyota Camry;,41921.0,10098.0,52019.0,999255.0,1048.0,10.0,1300475.0,1.3,5978.0,561.0,6539.0,0.0,263.0
4373,Попович Ірина Миколаївна,vulyk_59_81,Господарський місцевий суд,Харківська область,174813.0,265962.0,0.0,0.0,суддя господарського суду Харківської області,0.0,146.0,0.0,623.0,130308.0,180970.0,Lexus LX - 570,Mitsubishi L 200;Hyundai H1,39854.0,98761.0,138615.0,440775.0,996.0,99.0,3465375.0,3.47,10859.0,15081.0,25940.0,0.0,769.0
4400,Потильчак Олександр Іванович,vulyk_56_190,Верховний суд,Загальнодержавний регіон,329331.0,42758.0,0.0,0.0,суддя Верховного Суду України,257.0,41.0,0.0,0.0,329051.0,0.0,Acura MDX,Lexus 350,19220.0,21151.0,40371.0,372089.0,480.0,21.0,1009275.0,1.01,27421.0,0.0,27421.0,0.0,298.0
4433,Пристайко Вадим Володимирович,vulyk_4_1_21,Міністерство закордонних справ,Загальнодержавний регіон,95110.23,0.0,0.0,0.0,заступник Міністра - керівник апарату міністерства закордонних справ України,104.0,66.0,0.0,0.0,95110.23,0.0,Acura MDX;,,0.0,45942.0,45942.0,95110.23,0.0,46.0,1148550.0,1.15,7926.0,0.0,7926.0,0.0,170.0
4434,Присяжнюк Оксана Василівна,vulyk_56_138,Апеляційний адміністративний суд,Харківська область,456761.0,50298.0,0.0,0.0,суддя Харківського апеляційного адміністративного суду,87.0,0.0,0.0,0.0,225761.0,0.0,MINI Cooper Countryman,Toyota Avensis,20174.0,26006.0,46180.0,507059.0,504.0,26.0,1154500.0,1.15,18813.0,0.0,18813.0,0.0,87.0
4437,Присяжнюк Олександр Анатолійович,chesno_2593,Верховна рада України,Загальнодержавний регіон,168579.12,1989763.84,0.0,2775000.0,Депутат 8-го скликання,403.0,571.0,321.0,0.0,167940.47,60000.0,"BMW X6 M 4,4","BMW X6m 4,4;Mercedes-Benz CL 500",112321.0,56328.0,168649.0,2158342.96,2808.0,56.0,4216225.0,4.22,13995.0,5000.0,18995.0,2775000.0,1295.0
4439,Притула Єгор Михайлович,vulyk_11_122,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Загальнодержавний регіон,122600.0,17062.0,0.0,0.0,перший заступник начальника міжрегионального ГУ міндоходів - центрального офісу з обслуговування великих платників,59.0,0.0,0.0,0.0,122600.0,0.0,Toyota Land Cruiser 200;Toyota Land Cruiser 120;,Toyota Corolla;Fiat Cinquecento,23698.0,40549.0,64247.0,139662.0,592.0,41.0,1606175.0,1.61,10217.0,0.0,10217.0,0.0,59.0
4463,Прокоф'єв Дмитро Ігорович,vulyk_24_180,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Миколаївська область,999815.0,997298.0,0.0,0.0,начальник ДПІ у центральному районі м. Миколаєва ГУ ДФС у Миколаїській області,0.0,0.0,0.0,392.0,23073.0,9646.0,Toyota Camry;Daewoo Sens,Mazda CX-5;Mazda 6;,53651.0,15226.0,68877.0,1997113.0,1341.0,15.0,1721925.0,1.72,1923.0,804.0,2727.0,0.0,392.0
4476,Прохоров Сергій Анатолійович,vulyk_59_82,Господарський місцевий суд,Харківська область,215592.0,23400.0,0.0,0.0,суддя господарського суду Харківської області,0.0,117.0,0.0,286.0,203442.0,0.0,Toyota Camry,Toyota Highlander,31285.0,23561.0,54846.0,238992.0,782.0,24.0,1371150.0,1.37,16954.0,0.0,16954.0,0.0,403.0
4500,Пулик Василь Васильович,vulyk_21_82,Загальний місцевий суд,Івано-Франківська область,256977.42,550290.73,0.0,0.0,голова Долинського районного суду Івано-Франківської області,82.0,0.0,325.0,474.0,256977.42,91230.73,,Volkswagen Touareg;Kia Sportage,58614.0,0.0,58614.0,807268.15,1465.0,0.0,1465350.0,1.47,21415.0,7603.0,29018.0,0.0,881.0
